"Temperatura","Humedad","VientoVelocidad","Precipitation","PresionAtmosferica","Localizacion","TipoClima","Estacion"
17,89,17.5,89,1001.82,"Costa","Lluvioso","Primavera"
6,76,2.5,64,1000.66,"Llanura","Nevado","Primavera"
11,57,5,19,1019.91,"Llanura","Nublado","Verano"
4,81,9,72,995.05,"Llanura","Nevado","Invierno"
30,73,13.5,67,1000.4,"Llanura","Lluvioso","Verano"
27,64,2,42,1005.59,"Montania","Nublado","Verano"
32,91,5.5,67,1004.63,"Montania","Lluvioso","Verano"
-18,70,11,12,1182.77,"Llanura","Nublado","Verano"
-8,92,5.5,54,999.41,"Montania","Nevado","Invierno"
4,75,10.5,69,926.46,"Montania","Lluvioso","Primavera"
34,71,4,42,1001.55,"Montania","Nublado","Verano"
38,44,5.5,7,1015.53,"Llanura","Soleado","Verano"
22,57,5,2,1026.21,"Montania","Soleado","Otonio"
20,20,8,7,1027.65,"Llanura","Soleado","Primavera"
47,72,11.5,108,1019.44,"Llanura","Soleado","Otonio"
21,86,9.5,58,997.76,"Montania","Lluvioso","Primavera"
29,46,6,9,1014.94,"Llanura","Soleado","Primavera"
30,60,6.5,75,998.88,"Costa","Lluvioso","Otonio"
39,29,0.5,16,1017.52,"Costa","Soleado","Primavera"
30,64,7,51,1014.89,"Llanura","Lluvioso","Verano"
26,82,18.5,90,994.41,"Montania","Lluvioso","Primavera"
11,74,6,86,1009.58,"Montania","Lluvioso","Primavera"
26,23,3,13,1014.87,"Costa","Soleado","Verano"
12,75,19.5,66,1019.53,"Costa","Lluvioso","Otonio"
-12,24,3,50,1016.12,"Llanura","Soleado","Verano"
24,80,32,84,1013.59,"Montania","Lluvioso","Otonio"
24,78,7,27,1004.99,"Costa","Nublado","Verano"
36,33,8.5,2,1025.96,"Costa","Soleado","Verano"
21,58,7.5,16,1019.37,"Llanura","Nublado","Otonio"
16,76,9,65,1006.24,"Costa","Lluvioso","Primavera"
-19,26,7.5,20,879.11,"Montania","Nublado","Primavera"
18,71,9,91,995.69,"Llanura","Lluvioso","Primavera"
1,63,11.5,82,997.03,"Llanura","Nevado","Invierno"
35,40,7,5,1013.66,"Llanura","Soleado","Verano"
20,98,18,78,1007.06,"Costa","Lluvioso","Otonio"
34,24,10,1,1019.98,"Montania","Soleado","Verano"
40,26,9,19,1023.2,"Llanura","Soleado","Verano"
33,80,14,77,1016.88,"Costa","Lluvioso","Otonio"
34,67,18,88,1018.97,"Costa","Lluvioso","Verano"
13,73,3,33,1013.57,"Llanura","Nublado","Primavera"
29,70,7.5,91,1019.22,"Montania","Lluvioso","Primavera"
14,65,17.5,74,1004.29,"Llanura","Lluvioso","Invierno"
22,69,11.5,26,1000.43,"Llanura","Nublado","Verano"
21,90,15,83,995.43,"Montania","Lluvioso","Verano"
24,51,8,26,1018.31,"Montania","Nublado","Primavera"
15,91,6.5,92,993.62,"Llanura","Lluvioso","Primavera"
37,64,4,54,941.95,"Montania","Soleado","Otonio"
30,58,1.5,41,1000.16,"Llanura","Nublado","Verano"
20,63,20,55,1017.9,"Llanura","Lluvioso","Verano"
29,103,22.5,97,1012.64,"Llanura","Lluvioso","Verano"
27,21,1.5,9,1028.6,"Llanura","Soleado","Otonio"
36,78,12.5,86,1017.41,"Llanura","Nublado","Invierno"
42,95,16.5,105,1017.9,"Costa","Soleado","Primavera"
33,26,6.5,5,1029.26,"Costa","Soleado","Verano"
3,64,15,54,990.39,"Llanura","Nevado","Invierno"
10,77,11.5,79,1002.35,"Costa","Lluvioso","Otonio"
3,96,3,68,984.04,"Llanura","Nevado","Invierno"
12,24,10,12,1025.6,"Montania","Nevado","Invierno"
34,77,4,46,1015.98,"Costa","Nublado","Invierno"
11,87,15.5,66,990.51,"Llanura","Lluvioso","Invierno"
-5,80,3,99,989.91,"Montania","Nevado","Invierno"
28,65,6.5,44,1016.96,"Llanura","Nublado","Otonio"
21,35,1,19,1029.78,"Montania","Soleado","Invierno"
14,90,18,73,991.27,"Llanura","Lluvioso","Invierno"
33,63,4,15,1022.72,"Costa","Soleado","Otonio"
11,93,10,63,1007.74,"Montania","Lluvioso","Otonio"
28,33,7,33,824.16,"Montania","Soleado","Verano"
11,87,19.5,84,1000.8,"Llanura","Lluvioso","Primavera"
33,65,7.5,45,1019.07,"Costa","Nublado","Verano"
22,62,14,91,1019.57,"Llanura","Lluvioso","Primavera"
27,50,4.5,15,1012.86,"Montania","Soleado","Primavera"
-7,98,1,98,987.4,"Llanura","Nevado","Invierno"
12,69,4.5,29,1012.37,"Llanura","Nublado","Otonio"
-11,69,13,31,1081.28,"Llanura","Soleado","Primavera"
35,49,3.5,13,1016.25,"Montania","Soleado","Primavera"
-10,68,3,70,987.09,"Llanura","Nevado","Invierno"
-13,48,7.5,34,1196.03,"Montania","Nevado","Verano"
25,92,31,90,1017.26,"Costa","Lluvioso","Otonio"
25,51,3.5,6,1021.18,"Montania","Soleado","Invierno"
44,64,9,15,1025.71,"Llanura","Soleado","Verano"
31,63,17,53,1016.02,"Costa","Lluvioso","Primavera"
26,84,17,96,1015.9,"Montania","Soleado","Primavera"
20,67,4,27,1010.5,"Costa","Nublado","Primavera"
28,53,8,16,1016.17,"Costa","Soleado","Verano"
4,85,13,95,988.3,"Llanura","Nevado","Invierno"
28,104,21,109,1008.63,"Costa","Lluvioso","Primavera"
21,61,2,33,1014.64,"Montania","Nublado","Otonio"
3,89,7,82,998.9,"Montania","Nevado","Invierno"
-3,96,3,91,994.14,"Montania","Nevado","Invierno"
39,69,4.5,11,1012.36,"Costa","Soleado","Invierno"
-13,52,5.5,75,1066.35,"Llanura","Soleado","Primavera"
26,54,13,46,1011.35,"Montania","Nublado","Otonio"
38,22,5,7,1016.55,"Llanura","Soleado","Otonio"
26,99,18,67,1015.24,"Llanura","Lluvioso","Verano"
48,40,7,91,1184.13,"Costa","Nevado","Otonio"
21,57,2.5,45,1007.93,"Costa","Nublado","Otonio"
74,101,18,76,1010.82,"Costa","Soleado","Primavera"
40,21,5.5,7,1010.93,"Llanura","Soleado","Otonio"
35,42,6,11,1024.48,"Costa","Soleado","Verano"
3,97,3,66,991.12,"Llanura","Nevado","Invierno"
23,83,9.5,90,1010.97,"Llanura","Lluvioso","Invierno"
32,71,14,24,1000.28,"Montania","Nublado","Verano"
16,82,27.5,81,995.65,"Costa","Lluvioso","Otonio"
13,52,11.5,44,1003.47,"Costa","Nublado","Verano"
18,73,11.5,12,1006.46,"Llanura","Nublado","Primavera"
43,30,5.5,7,1028.14,"Llanura","Soleado","Verano"
14,73,13,40,1016.96,"Costa","Nublado","Otonio"
10,53,6,43,1005.75,"Montania","Nublado","Verano"
28,72,8,71,1003.7,"Llanura","Lluvioso","Verano"
-7,72,6.5,94,999.86,"Llanura","Nevado","Invierno"
10,63,15.5,98,1007.79,"Llanura","Lluvioso","Primavera"
23,75,13,48,1018.2,"Llanura","Nublado","Invierno"
30,65,10,67,1001.1,"Montania","Lluvioso","Primavera"
76,91,13.5,82,1015.18,"Llanura","Nublado","Otonio"
-8,70,2.5,84,985.21,"Montania","Nevado","Invierno"
9,82,16.5,107,1011.48,"Llanura","Nublado","Verano"
14,81,18.5,79,1005.82,"Costa","Lluvioso","Primavera"
10,76,15,53,1001.63,"Montania","Lluvioso","Primavera"
15,63,10,83,1016.68,"Costa","Lluvioso","Verano"
33,96,24.5,97,1010.21,"Montania","Nublado","Invierno"
25,68,0,37,1008.06,"Montania","Nublado","Invierno"
24,63,14.5,47,1016.18,"Montania","Nublado","Primavera"
16,67,6.5,30,1011.71,"Llanura","Nublado","Verano"
26,97,20.5,81,1005.35,"Costa","Lluvioso","Primavera"
22,62,9,26,1019.79,"Llanura","Nublado","Otonio"
22,56,0.5,29,1019.41,"Llanura","Nublado","Primavera"
28,46,8,11,1010.17,"Costa","Soleado","Invierno"
0,71,1.5,67,995.64,"Llanura","Nevado","Invierno"
12,82,18,78,1018.01,"Costa","Lluvioso","Invierno"
32,93,15,51,1010.4,"Costa","Lluvioso","Otonio"
-10,96,13,97,998.31,"Llanura","Nevado","Invierno"
30,51,3,48,1012.49,"Llanura","Nublado","Otonio"
-9,96,0,65,999.81,"Llanura","Nevado","Invierno"
23,57,12.5,21,1008.93,"Montania","Nublado","Otonio"
33,53,6,44,1011.26,"Montania","Nublado","Primavera"
55,96,3,84,1007.32,"Montania","Nublado","Primavera"
44,24,2.5,97,805.4,"Llanura","Nublado","Verano"
30,53,2,22,1004.61,"Costa","Nublado","Primavera"
29,71,7.5,22,1002.82,"Llanura","Nublado","Otonio"
-3,96,5,53,982.79,"Montania","Nevado","Invierno"
19,67,12.5,98,994.55,"Costa","Lluvioso","Otonio"
23,70,9.5,38,1019.56,"Montania","Nublado","Verano"
22,66,7,23,1005.65,"Costa","Nublado","Invierno"
24,51,6,60,820.41,"Costa","Nevado","Otonio"
37,40,2,13,1018.46,"Llanura","Soleado","Primavera"
34,68,10.5,62,1012.09,"Costa","Lluvioso","Verano"
23,67,9,21,1002.66,"Montania","Nublado","Primavera"
-10,61,7.5,50,980.37,"Montania","Nevado","Invierno"
21,101,11.5,77,1003.65,"Llanura","Lluvioso","Verano"
30,60,12,14,1009.05,"Montania","Nublado","Otonio"
18,39,12,39,988.64,"Montania","Nevado","Primavera"
12,93,9.5,86,996.35,"Costa","Lluvioso","Primavera"
27,75,21,70,1000.86,"Costa","Nublado","Primavera"
20,83,11,70,1003.02,"Llanura","Lluvioso","Primavera"
-4,86,14.5,84,993.7,"Montania","Nevado","Invierno"
-20,42,10,42,1177.21,"Montania","Lluvioso","Otonio"
38,48,3.5,5,1012.26,"Montania","Soleado","Otonio"
27,107,30.5,70,1003.72,"Montania","Lluvioso","Verano"
25,64,11.5,58,1015.31,"Costa","Lluvioso","Primavera"
25,67,7.5,62,1008.04,"Montania","Lluvioso","Otonio"
20,61,1,4,1019.47,"Montania","Soleado","Verano"
4,81,9.5,80,984.34,"Montania","Nevado","Invierno"
14,65,16.5,96,1007.99,"Montania","Lluvioso","Otonio"
18,75,15.5,67,1015.03,"Montania","Lluvioso","Primavera"
2,91,10.5,93,996.91,"Montania","Nevado","Invierno"
19,66,5,64,1012.05,"Llanura","Lluvioso","Otonio"
25,54,7,47,1011.13,"Llanura","Nublado","Primavera"
31,36,1,95,945.27,"Montania","Nublado","Invierno"
59,95,10.5,74,1016.59,"Costa","Lluvioso","Verano"
34,68,13,62,997.87,"Costa","Lluvioso","Verano"
41,69,10,27,921.64,"Montania","Lluvioso","Otonio"
-6,49,13.5,49,1161.34,"Costa","Nevado","Verano"
35,38,1,86,870.6,"Montania","Soleado","Verano"
37,25,9.5,6,1028.14,"Llanura","Soleado","Primavera"
18,70,9,92,1009.71,"Costa","Lluvioso","Primavera"
23,21,0,16,1025.67,"Llanura","Soleado","Otonio"
38,74,11.5,35,940.77,"Llanura","Lluvioso","Primavera"
27,52,5.5,12,1026.19,"Montania","Soleado","Verano"
31,60,7,81,997.83,"Costa","Lluvioso","Invierno"
20,55,6.5,42,1006.69,"Costa","Nublado","Primavera"
34,62,13.5,60,1013.58,"Llanura","Lluvioso","Primavera"
17,73,17.5,93,1003.31,"Costa","Lluvioso","Invierno"
16,66,13.5,19,1009.24,"Costa","Nublado","Otonio"
13,85,9.5,71,1013.06,"Llanura","Lluvioso","Verano"
29,75,11.5,14,1010.79,"Llanura","Nublado","Invierno"
-10,95,4,62,984.07,"Llanura","Nevado","Invierno"
30,90,13,63,1019.57,"Costa","Lluvioso","Primavera"
34,20,4.5,36,966.37,"Montania","Lluvioso","Verano"
19,95,2,74,1003.75,"Llanura","Nublado","Primavera"
20,69,7,82,1010.36,"Montania","Lluvioso","Otonio"
25,93,11.5,96,1003.56,"Montania","Lluvioso","Verano"
2,93,1.5,109,980.1,"Llanura","Nevado","Invierno"
28,35,1.5,73,918.45,"Montania","Soleado","Verano"
31,68,13.5,82,1019.94,"Llanura","Lluvioso","Primavera"
18,67,15,73,1005.72,"Llanura","Lluvioso","Otonio"
-16,27,14.5,64,880.38,"Montania","Nublado","Otonio"
16,80,9,85,1016.83,"Costa","Soleado","Primavera"
29,58,0,28,1007.84,"Montania","Nublado","Primavera"
-3,87,11.5,89,989.61,"Montania","Nevado","Invierno"
39,36,0.5,13,1012.36,"Llanura","Soleado","Primavera"
31,97,19.5,50,1018.59,"Costa","Lluvioso","Otonio"
28,39,1.5,0,1010.35,"Montania","Soleado","Primavera"
30,61,10.5,28,1009.71,"Llanura","Nublado","Otonio"
15,87,5,68,1013.81,"Llanura","Lluvioso","Primavera"
3,81,9.5,93,982.62,"Montania","Nevado","Invierno"
33,80,9.5,53,994.51,"Montania","Lluvioso","Otonio"
27,66,4,1,1022.64,"Llanura","Soleado","Verano"
36,81,8,97,1014.11,"Costa","Soleado","Primavera"
21,61,6,17,1019.35,"Llanura","Nublado","Otonio"
17,94,12.5,79,1015.11,"Montania","Lluvioso","Invierno"
31,91,29.5,104,995.61,"Llanura","Lluvioso","Verano"
-3,65,9,55,994.87,"Llanura","Nevado","Invierno"
34,78,9,42,1005,"Llanura","Nublado","Invierno"
24,41,3,11,1020.28,"Costa","Soleado","Otonio"
35,55,9,9,1012.58,"Llanura","Soleado","Verano"
17,72,2.5,40,1005.31,"Montania","Nublado","Primavera"
9,73,10,84,1000.06,"Montania","Nublado","Primavera"
15,65,5,10,1009.5,"Montania","Nublado","Invierno"
10,73,10.5,49,1010.36,"Llanura","Nublado","Invierno"
41,56,4.5,6,1018.48,"Montania","Soleado","Otonio"
-7,93,0.5,51,997.63,"Montania","Nevado","Invierno"
57,103,11,71,1007.55,"Costa","Lluvioso","Verano"
24,94,19.5,58,1003.36,"Llanura","Lluvioso","Primavera"
16,52,4,29,1009.5,"Llanura","Nublado","Otonio"
28,37,7,16,1021.88,"Montania","Soleado","Primavera"
42,85,37,100,1007.39,"Montania","Lluvioso","Verano"
36,21,6.5,6,1021.77,"Montania","Soleado","Primavera"
-1,56,5,70,1018.08,"Llanura","Nevado","Invierno"
40,99,13,101,1011.41,"Costa","Nublado","Otonio"
91,106,2.5,92,1022.18,"Montania","Soleado","Invierno"
47,106,5.5,104,1027.75,"Costa","Soleado","Otonio"
17,65,7,64,1004.05,"Montania","Lluvioso","Primavera"
-15,74,6.5,53,874.92,"Montania","Nublado","Verano"
82,74,19.5,81,1022.21,"Costa","Soleado","Primavera"
10,20,9,60,827.37,"Llanura","Lluvioso","Primavera"
42,62,8.5,13,1026.68,"Costa","Soleado","Verano"
16,67,9,16,1007.01,"Montania","Nublado","Invierno"
41,53,2.5,1,1015.42,"Costa","Soleado","Primavera"
30,60,11,15,1014.3,"Montania","Nublado","Invierno"
49,34,3,64,1118.38,"Costa","Soleado","Otonio"
37,36,8.5,0,1026.5,"Llanura","Soleado","Otonio"
26,24,3,17,1010.01,"Costa","Soleado","Verano"
24,63,8.5,67,990.04,"Costa","Lluvioso","Otonio"
66,83,18,92,999.46,"Costa","Lluvioso","Invierno"
26,51,4.5,46,903.58,"Montania","Soleado","Verano"
25,23,0.5,1,1026.46,"Costa","Soleado","Verano"
0,102,19.5,85,988.97,"Montania","Nevado","Invierno"
30,38,5,2,1018.18,"Montania","Soleado","Verano"
22,72,12,69,1018.8,"Costa","Lluvioso","Primavera"
29,71,21,86,1013.77,"Llanura","Nublado","Invierno"
24,88,44.5,76,1005.61,"Costa","Lluvioso","Primavera"
20,67,7,6,1025.47,"Llanura","Soleado","Primavera"
16,76,6,36,1007.38,"Llanura","Nublado","Verano"
-4,101,9.5,98,990.81,"Montania","Nevado","Invierno"
21,41,14.5,56,902.72,"Llanura","Nublado","Verano"
32,49,2.5,9,1012.59,"Llanura","Soleado","Verano"
11,80,7.5,86,1006.4,"Llanura","Lluvioso","Invierno"
4,95,12.5,91,993.44,"Montania","Nevado","Invierno"
16,55,5.5,45,1007.32,"Montania","Nublado","Primavera"
-4,82,2,65,982.57,"Llanura","Nevado","Invierno"
15,22,2.5,92,977.7,"Montania","Nevado","Invierno"
1,83,17.5,86,984.97,"Montania","Nevado","Invierno"
29,67,1.5,5,1024.29,"Costa","Soleado","Verano"
28,78,4.5,49,1003.87,"Costa","Nublado","Otonio"
31,92,4,99,1010.9,"Costa","Soleado","Otonio"
44,105,3,86,1015.64,"Montania","Soleado","Invierno"
33,85,16,58,1004.52,"Montania","Lluvioso","Primavera"
28,79,7,23,1018.36,"Costa","Nublado","Otonio"
-19,59,4,11,1022.41,"Montania","Nevado","Otonio"
20,102,15,83,1015.89,"Llanura","Nublado","Primavera"
61,104,7.5,85,1005.83,"Costa","Nublado","Otonio"
22,63,11.5,12,1014.55,"Llanura","Nublado","Otonio"
33,68,2.5,13,1004.61,"Montania","Nublado","Primavera"
41,36,8.5,3,1029.51,"Costa","Soleado","Primavera"
36,58,8,1,1015.16,"Montania","Soleado","Otonio"
40,40,8,1,1013.26,"Costa","Soleado","Verano"
7,76,17.5,106,1019.09,"Costa","Lluvioso","Otonio"
11,61,11.5,99,994.58,"Montania","Lluvioso","Verano"
2,75,9,103,994.71,"Llanura","Nevado","Invierno"
30,98,10,59,998.56,"Llanura","Lluvioso","Otonio"
25,32,8.5,82,961.73,"Costa","Soleado","Verano"
15,78,16,105,993.73,"Llanura","Lluvioso","Otonio"
10,76,11.5,71,1095.61,"Montania","Nevado","Primavera"
13,67,9,51,1008.38,"Costa","Lluvioso","Primavera"
43,30,4,97,995.64,"Llanura","Nevado","Verano"
-5,66,5,68,994.28,"Montania","Nevado","Invierno"
31,97,20,54,1003.01,"Montania","Lluvioso","Primavera"
19,82,2,106,1006.7,"Costa","Nublado","Otonio"
17,96,12,66,1008.91,"Montania","Lluvioso","Primavera"
34,63,19,61,1001.99,"Llanura","Lluvioso","Otonio"
-7,85,1,76,989.97,"Llanura","Nevado","Invierno"
35,68,3.5,69,1121.27,"Llanura","Lluvioso","Otonio"
20,99,15,98,994.3,"Llanura","Lluvioso","Otonio"
25,62,6,8,1020.8,"Llanura","Soleado","Otonio"
22,65,6,6,1010.58,"Costa","Soleado","Primavera"
19,69,11,86,1013.98,"Costa","Lluvioso","Verano"
0,86,19.5,53,988.5,"Llanura","Nevado","Invierno"
36,57,4.5,11,1015.75,"Montania","Soleado","Primavera"
29,65,18,91,1010.71,"Costa","Lluvioso","Invierno"
-10,72,9.5,89,829.83,"Montania","Lluvioso","Primavera"
26,61,13.5,73,995.23,"Llanura","Lluvioso","Otonio"
30,45,6,9,1012.48,"Montania","Soleado","Verano"
2,66,7.5,74,986.01,"Montania","Nevado","Invierno"
30,48,7,18,1010.23,"Costa","Soleado","Verano"
24,83,15.5,89,1017.03,"Montania","Lluvioso","Verano"
-8,76,12.5,50,992.61,"Llanura","Nevado","Invierno"
33,99,16.5,89,1015.58,"Montania","Lluvioso","Otonio"
31,61,6.5,14,1013.57,"Costa","Soleado","Verano"
29,48,7,18,1019.97,"Montania","Soleado","Primavera"
34,84,12,84,995.23,"Montania","Lluvioso","Verano"
12,79,15,71,1012.93,"Costa","Lluvioso","Primavera"
43,41,9.5,13,1022.24,"Costa","Soleado","Verano"
-7,87,7,80,994.48,"Llanura","Nevado","Invierno"
-8,80,15.5,84,985.8,"Montania","Nevado","Invierno"
21,51,4.5,40,1010.97,"Llanura","Nublado","Verano"
31,77,19.5,93,1027.33,"Costa","Soleado","Invierno"
1,88,1,85,986.06,"Llanura","Nevado","Invierno"
34,55,6.5,19,1018.38,"Llanura","Soleado","Otonio"
28,91,8.5,86,1029.24,"Montania","Soleado","Otonio"
-10,89,9.5,93,982.68,"Montania","Nevado","Invierno"
15,73,10.5,38,1019.92,"Llanura","Nublado","Otonio"
34,85,20,70,997.52,"Llanura","Lluvioso","Primavera"
12,53,9.5,19,1003.07,"Llanura","Nublado","Otonio"
36,32,1.5,19,1013.5,"Montania","Soleado","Verano"
27,67,1.5,24,1015.25,"Montania","Nublado","Primavera"
-10,64,18,61,984.77,"Montania","Nevado","Invierno"
39,38,8,74,1163.16,"Costa","Nublado","Otonio"
19,73,3,109,1008.56,"Llanura","Nublado","Primavera"
26,49,9,10,1021.08,"Costa","Soleado","Otonio"
22,86,12,65,999.86,"Montania","Lluvioso","Verano"
55,78,3,91,1029.67,"Llanura","Soleado","Otonio"
26,63,12.5,82,991.38,"Llanura","Lluvioso","Otonio"
22,67,4,45,1011.7,"Llanura","Nublado","Verano"
46,76,28.5,108,1000.36,"Montania","Lluvioso","Otonio"
3,95,15.5,67,992.03,"Llanura","Nevado","Invierno"
32,61,13.5,10,1005.59,"Costa","Nublado","Primavera"
21,80,13.5,59,998.35,"Costa","Lluvioso","Primavera"
48,91,32,85,1008.97,"Llanura","Lluvioso","Otonio"
42,61,13,69,1004.98,"Montania","Nevado","Verano"
14,64,5,47,1017.75,"Montania","Nublado","Verano"
14,56,10,44,1008.83,"Montania","Nublado","Verano"
20,61,18,58,1018.79,"Costa","Lluvioso","Verano"
32,24,4.5,19,1012.66,"Llanura","Soleado","Primavera"
21,23,9,71,1112.88,"Llanura","Lluvioso","Verano"
15,85,28,92,1003.57,"Costa","Nublado","Verano"
34,76,4,49,1013.56,"Montania","Nublado","Invierno"
25,72,12,24,1017.17,"Montania","Nublado","Otonio"
32,67,8.5,19,1015.46,"Llanura","Nublado","Primavera"
18,63,7,16,1009.44,"Costa","Nublado","Invierno"
2,89,11.5,94,993.3,"Montania","Nevado","Invierno"
26,88,7.5,92,992.28,"Costa","Lluvioso","Primavera"
0,46,8,45,1080.2,"Costa","Soleado","Primavera"
11,62,9.5,20,1007.4,"Montania","Nublado","Primavera"
36,58,6.5,13,1011.95,"Llanura","Soleado","Otonio"
17,79,17.5,90,994.97,"Llanura","Lluvioso","Verano"
24,54,6,47,1008.42,"Montania","Nublado","Verano"
33,46,2.5,11,1021.87,"Montania","Soleado","Otonio"
14,82,5,85,1003.88,"Llanura","Lluvioso","Primavera"
33,78,12.5,55,1009.8,"Costa","Lluvioso","Verano"
30,82,12,68,1000.06,"Llanura","Lluvioso","Primavera"
11,70,12,45,1001.01,"Llanura","Nublado","Primavera"
11,35,11.5,89,954.53,"Llanura","Soleado","Otonio"
16,70,14,57,1015.77,"Costa","Lluvioso","Verano"
21,21,6.5,9,1016.22,"Llanura","Soleado","Otonio"
42,45,3.5,3,1017.33,"Costa","Soleado","Primavera"
-5,34,14.5,91,1125.08,"Montania","Nevado","Primavera"
28,70,10,76,1011.27,"Llanura","Lluvioso","Verano"
17,51,2,20,1011.82,"Montania","Nublado","Invierno"
33,74,5.5,93,993.4,"Montania","Lluvioso","Otonio"
30,88,12,84,1006.2,"Costa","Lluvioso","Otonio"
28,36,4,5,1021.31,"Montania","Soleado","Primavera"
43,92,14,72,1027.92,"Llanura","Soleado","Verano"
-3,101,28,84,991.4,"Montania","Nevado","Invierno"
31,53,7.5,5,1023.5,"Llanura","Soleado","Otonio"
23,54,6,27,1010.01,"Costa","Nublado","Verano"
33,71,9.5,29,1016.66,"Llanura","Nublado","Otonio"
33,30,4.5,10,1025.84,"Montania","Soleado","Invierno"
19,75,13.5,10,1008.41,"Costa","Nublado","Verano"
28,72,6,65,1013.91,"Costa","Lluvioso","Verano"
23,78,17.5,54,990.24,"Montania","Lluvioso","Verano"
31,94,16.5,65,1006.65,"Montania","Lluvioso","Primavera"
18,62,12,87,1016.92,"Costa","Lluvioso","Otonio"
22,91,5,68,990.91,"Llanura","Lluvioso","Invierno"
35,25,7.5,14,1022.54,"Llanura","Soleado","Verano"
12,64,1.5,38,1018.65,"Montania","Nublado","Primavera"
13,72,1.5,46,1000.55,"Costa","Nublado","Primavera"
24,70,12,16,1008,"Montania","Nublado","Invierno"
23,49,5.5,9,1011.81,"Llanura","Soleado","Otonio"
33,58,6.5,1,1026.56,"Montania","Soleado","Verano"
22,96,27.5,95,1004.06,"Costa","Nublado","Verano"
24,27,9,12,1028.62,"Montania","Soleado","Otonio"
-10,99,5.5,94,994.11,"Llanura","Nevado","Invierno"
30,81,11,97,1018.76,"Llanura","Lluvioso","Otonio"
31,68,12.5,46,1003.94,"Llanura","Nublado","Primavera"
20,72,8,43,1016.74,"Costa","Nublado","Verano"
22,74,16,82,994.28,"Montania","Lluvioso","Verano"
31,99,9.5,93,1018.47,"Costa","Lluvioso","Invierno"
29,63,8.5,9,1018.05,"Costa","Soleado","Primavera"
48,47,1.5,97,932.54,"Costa","Soleado","Primavera"
36,60,7,9,1012.51,"Montania","Soleado","Otonio"
39,68,5.5,2,1013.68,"Costa","Soleado","Invierno"
23,79,9,14,1005.9,"Costa","Nublado","Otonio"
25,26,13,93,955.32,"Montania","Soleado","Otonio"
4,88,7,85,988.15,"Montania","Nevado","Invierno"
14,50,13.5,43,1011.2,"Llanura","Nublado","Verano"
22,49,0,10,1023.31,"Llanura","Soleado","Verano"
1,83,6,54,982.91,"Montania","Nevado","Invierno"
32,61,10,96,1174.4,"Costa","Nublado","Verano"
16,74,14,27,1009.27,"Llanura","Nublado","Otonio"
47,105,19,76,1021.14,"Montania","Soleado","Otonio"
12,73,13.5,17,1005.01,"Llanura","Nublado","Invierno"
33,57,14,12,1014.75,"Montania","Nublado","Verano"
28,87,7.5,77,999.7,"Montania","Lluvioso","Primavera"
-20,64,11.5,78,1007.36,"Llanura","Nevado","Verano"
16,55,2.5,40,1003.02,"Llanura","Nublado","Otonio"
0,71,19.5,53,980.18,"Llanura","Nevado","Invierno"
28,44,1,9,1015.33,"Llanura","Soleado","Primavera"
-2,82,19,93,990.9,"Montania","Nevado","Invierno"
25,81,8.5,53,1012.74,"Llanura","Lluvioso","Verano"
21,54,0,16,1018.63,"Costa","Nublado","Otonio"
28,65,6.5,44,1015.54,"Montania","Nublado","Otonio"
11,60,9,47,1017.79,"Costa","Nublado","Verano"
12,76,16,80,1001.06,"Costa","Lluvioso","Invierno"
-5,94,14.5,57,999.98,"Llanura","Nevado","Invierno"
25,78,9.5,91,990.37,"Llanura","Lluvioso","Invierno"
21,66,0.5,74,927.33,"Llanura","Soleado","Verano"
16,73,15,25,1001.1,"Llanura","Nublado","Otonio"
25,24,7.5,6,1021.55,"Montania","Soleado","Verano"
17,63,4.5,35,1014.36,"Montania","Nublado","Verano"
-10,72,1,94,995.23,"Llanura","Nevado","Invierno"
21,67,6,40,1014.39,"Costa","Nublado","Otonio"
34,74,0,87,1156.05,"Montania","Lluvioso","Otonio"
33,96,12,104,999.8,"Montania","Lluvioso","Otonio"
35,62,9,11,1027.05,"Montania","Soleado","Otonio"
33,67,2.5,13,1024.45,"Llanura","Soleado","Otonio"
25,62,12,46,1001.77,"Montania","Nublado","Invierno"
-4,103,5,91,986.06,"Llanura","Nevado","Invierno"
32,66,14,90,990.8,"Costa","Lluvioso","Otonio"
17,98,18,90,1007.51,"Costa","Nublado","Primavera"
38,32,2,18,1014.43,"Llanura","Soleado","Verano"
-1,63,10,90,990.95,"Montania","Nevado","Invierno"
